TOA5,TMIX,CR1000,53683,CR1000.Std.25,CPU:TMIX.CR1,52041,hora,,,,,,,,,
TIMESTAMP,RECORD,Temp_Avg,Temp_Max,Temp_Min,RH_Avg,RH_Max,RH_Min,WSpeed_Avg,WDir_Avg,WSpeed_Max,WSpeed_Min,Rain_Tot,Press_Avg,Rad_Avg,Rad_Max,Rad_Min
TS,RN,pC,pC,pC,%,%,%,m/s,Deg,m/s,m/s,mm,hPa,W/m^2,W/m^2,W/m^2
,,Avg,Max,Min,Avg,Max,Min,WVc,WVc,Max,Min,Tot,Avg,Avg,Max,Min
27/04/2016 11:00,204,28.07,29.16,27.27,19.12,20.45,17.97,1.845,147.8,4.91,0.03,0,781.2,973,1050,582.8
27/04/2016 12:00,205,29.22,29.88,28.11,16.96,19.22,15.04,2.368,138.5,6.65,0.1,0,780.9,1074,1109,978
27/04/2016 13:00,206,30.36,31.81,29.23,15.58,18.13,13.17,2.643,124.3,5.4,0.03,0,781.1,1106,1175,944
27/04/2016 14:00,207,32.09,33.23,31.03,12.83,14.49,10.95,2.382,160.5,6.42,0.07,0,781.4,1091,1134,1053
27/04/2016 15:00,208,32.63,33.61,31.5,12.96,14.15,11.16,2.898,110.6,6.86,0.37,0,782.6,866,1332,369.6
27/04/2016 16:00,209,32.94,33.64,32.42,12.45,13.37,11.46,3.392,127.8,6.42,1.1,0,783.7,673.4,1080,444
27/04/2016 17:00,210,33.22,33.84,32.76,12.09,13.03,11.02,2.943,83.6,5.67,0.12,0,784.2,508.2,793.2,296.6
27/04/2016 18:00,211,33.73,34.35,33.1,11.06,11.73,10.34,1.954,109.2,4.15,0.15,0,784.4,289.8,479.6,86.2
27/04/2016 19:00,212,32.25,33.37,31.41,12.95,14.25,10.99,1.849,60.15,4.27,0.64,0,783.7,62.36,140.2,0.448
27/04/2016 20:00,213,31.04,31.68,30.05,13.95,17.76,9.94,1.625,252.7,4.58,0.13,0,782.6,0.011,0.448,0
27/04/2016 21:00,214,28.93,30.7,26.08,14.45,21.74,8.68,3.24,300.8,5.5,1.28,0,782.6,0.001,0.224,0
27/04/2016 22:00,215,26.1,26.5,25.58,20.41,22.8,13.95,1.949,6.536,3.36,0.26,0,783.2,0,0,0
27/04/2016 23:00,216,24.78,26.27,23.27,20.91,26.31,14.3,2.067,337.9,3.9,0.67,0,783.8,0,0,0
28/04/2016 00:00,217,24.4,25.11,23.34,21.11,25.63,19.09,1.82,348.2,3.38,0.11,0,784.3,0,0,0
28/04/2016 01:00,218,23.18,24.53,22.36,23.48,25.32,20.29,3.161,343.3,4.8,1.53,0,784.4,0,0,0
28/04/2016 02:00,219,22.7,23.05,22.26,23.21,25.43,21.79,1.686,335.8,3.7,0.02,0,784.8,0,0,0
28/04/2016 03:00,220,22.02,22.71,21.18,23.96,26.21,21.65,1.765,351.6,3.21,0.04,0,785.5,0,0,0
28/04/2016 04:00,221,21.47,21.72,21.04,25.34,26.59,24.14,1.715,337.6,3.2,0.05,0,790.1,0,0,0
28/04/2016 05:00,222,21.3,21.96,20.3,25.67,28.6,23.32,1.039,324.3,2.02,0.19,0,790.3,0,0,0
28/04/2016 06:00,223,19.9,20.55,19.32,29.63,32.9,27.17,1.505,332.5,2.47,0.8,0,790.6,0.002,0.224,0
28/04/2016 07:00,224,19.71,20.11,19.19,30.35,32.39,28.03,2.006,343.8,2.92,1.1,0,790.8,40.69,142.8,0.448
28/04/2016 08:00,225,22.27,24.95,20,27.1,30.99,23.35,1.09,9.37,2.91,0.03,0,790.3,269.4,401,133.9
28/04/2016 09:00,226,25.71,26.53,24.48,23.82,26.55,21.95,0.945,134.3,1.81,0.07,0,789.2,523.6,642.4,401
28/04/2016 10:00,227,26.68,27.24,26.19,23.3,24.74,21.95,1.476,173.5,3.52,0.09,0,787.3,747.4,849,639.7
28/04/2016 11:00,228,27.68,28.86,26.62,23.3,24.53,22.15,1.592,134.9,3.43,0.08,0,786.4,923,991,594.5
28/04/2016 12:00,229,29.34,30.32,28.48,21.45,23.54,19.49,1.675,145,4.05,0.1,0,786,1011,1122,835
28/04/2016 13:00,230,30.26,31.64,29.4,17.41,20.17,14.83,1.985,153,4.46,0.22,0,786,982,1172,786.9
28/04/2016 14:00,231,31.51,32.46,30.45,13.24,15.68,11.09,2.457,145,5.87,0.12,0,783.1,886,1205,614.4
28/04/2016 15:00,232,32.67,33.5,32.02,11.52,12.59,10.85,3.3,125.1,7.74,0.36,0,782.6,889,1016,698.2
28/04/2016 16:00,233,33.44,34.39,32.59,11.36,12.35,10.37,3.051,158.2,7.39,0.12,0,783.6,700.5,864,424.5
28/04/2016 17:00,234,33.35,33.78,32.82,11.08,11.77,10.37,3.032,167.3,7.52,0.25,0,784,404.2,581.7,269
28/04/2016 18:00,235,33.57,34.05,33.3,10.25,11.29,9.12,2.604,183.1,5.9,0.3,0,783.5,241.6,417.8,155.2
28/04/2016 19:00,236,32.88,33.47,32.09,8.86,10.14,7.654,3.617,212.5,7.84,0.87,0,782.8,56.3,155.2,0.448
28/04/2016 20:00,237,31.06,32.12,29.54,9.6,11.98,8.4,2.949,284.3,5.08,1.42,0,782.3,0.002,0.448,0
28/04/2016 21:00,238,27.35,29.54,26.66,15.22,17.87,12.01,2.84,342.6,4.09,1.28,0,782.5,0,0,0
28/04/2016 22:00,239,27.29,27.82,26.57,15.35,17.36,14.36,1.663,20.34,2.82,0.8,0,783.1,0,0,0
28/04/2016 23:00,240,25.69,26.94,23.51,18.72,25.9,15.59,2.025,345.3,3.46,0.06,0,783.4,0,0,0
29/04/2016 00:00,241,23.98,24.94,23.1,22.71,25.66,19.78,1.355,358.2,3.1,0.05,0,784,0,0,0
29/04/2016 01:00,242,24.07,25.25,23.27,22.06,24.71,19.3,2.252,356.9,3.81,0.5,0,784.2,0,0,0
29/04/2016 02:00,243,22.88,23.72,22.32,24.35,25.94,21.99,3.139,342.2,3.88,2.18,0,784.3,0,0,0
29/04/2016 03:00,244,22.59,22.98,21.48,25.53,30.16,24.07,2.31,335.6,3.55,0,0,784.5,0,0,0
29/04/2016 04:00,245,21.34,21.86,20.74,28.47,30.06,27.17,1.237,318.5,2.36,0.18,0,785,0,0,0
29/04/2016 05:00,246,20.63,21.42,19.52,29.82,33.03,27.48,2.584,330.6,3.86,1.37,0,785.3,0,0,0
29/04/2016 06:00,247,19.52,19.9,19.25,33.16,34.12,32.24,3.087,344.1,4.46,1.95,0,785.3,0.016,0.897,0
29/04/2016 07:00,248,19.6,20.27,18.95,34.09,35.31,32.96,3.054,343.5,4.73,1.32,0,785.4,58.98,138.3,0.224
29/04/2016 08:00,249,22.35,25.06,20.17,32.87,34.97,29.14,1.348,18.83,3.2,0.01,0,785,252,375.9,138.1
29/04/2016 09:00,250,25.73,26.44,24.85,26.03,29.92,23.76,0.894,155.8,1.72,0.02,0,783.7,483.5,667.1,383.1
29/04/2016 10:00,251,27.11,28.22,26.29,23.27,24.74,21.81,1.025,137.4,2.86,0.05,0,782.2,722.2,905,476.6
29/04/2016 11:00,252,28.18,29.47,27.3,22.61,24.12,20.79,1.671,139.6,4.27,0.02,0,781.2,926,1016,618.2
29/04/2016 12:00,253,29.58,30.52,28.59,19.92,22.42,16.23,1.798,138.7,3.98,0.05,0,780.9,1059,1131,984
29/04/2016 13:00,254,30.84,31.95,29.77,15.64,19.66,13.81,1.926,121.4,4.91,0.17,0,781.1,988,1149,639.5
29/04/2016 14:00,255,31.7,32.66,30.79,13.5,14.8,12.48,2.593,93,6.5,0.13,0,781.5,1063,1168,921
29/04/2016 15:00,256,33.17,34.35,31.91,12.26,13.71,10.44,2.193,76.53,7.07,0.03,0,782.6,930,1031,790
29/04/2016 16:00,257,33.83,34.39,33.27,10.98,11.6,10.24,4.433,218.4,9.31,0.42,0,784.1,673.5,826,492.1
29/04/2016 17:00,258,34.17,34.83,33.64,9.97,11.05,8.44,4.417,227.1,8.64,0.74,0,783.9,488.6,635.9,319.9
29/04/2016 18:00,259,33.99,34.69,33.44,8.23,8.84,7.619,5.186,244.4,8.92,0.93,0,783.7,255.3,403.9,148.1
29/04/2016 19:00,260,32.48,33.58,31.58,8.14,8.5,7.654,5.608,247,10.31,1.79,0,782.7,56.17,179.9,0
29/04/2016 20:00,261,30.8,31.61,30.22,8.47,8.98,8.1,3.558,293.1,7.49,1.66,0,782.1,0.007,0.448,0
29/04/2016 21:00,262,28.9,30.36,27.79,9.49,10.72,8.1,3.515,309.9,4.89,2.21,0,782.2,0,0,0
29/04/2016 22:00,263,26.86,28.16,26.16,12.02,14.19,10.11,1.979,2.328,3.81,0.04,0,782.8,0,0,0
29/04/2016 23:00,264,25.33,26.84,24.09,14.81,19.84,11.81,1.165,348.9,1.99,0.09,0,783.5,0,0,0
30/04/2016 00:00,265,24.13,25.38,23,16.64,21.55,13.1,2.183,351.4,3.43,0.47,0,783.9,0,0,0
30/04/2016 01:00,266,22.67,23.58,22.16,17.79,20.18,15.83,2.57,347.2,4.16,1.16,0,784.2,0,0,0
30/04/2016 02:00,267,22.33,23.11,21.86,17.49,19.68,14.94,1.623,0.582,3.93,0.03,0,784.5,0,0,0
30/04/2016 03:00,268,21.54,22.2,20.73,18.86,21.86,15.73,2.361,358.9,3.55,1.01,0,785,0,0,0
30/04/2016 04:00,269,20.78,21.9,20.06,19.5,22.2,16.41,2.333,340.8,3.86,1.46,0,785.2,0,0,0
30/04/2016 05:00,270,20.92,21.33,20.54,19.9,21.79,18.63,2.15,10.39,3.86,1.38,0,785.3,0,0,0
30/04/2016 06:00,271,20.23,20.72,19.69,21.81,23.56,20.33,2.739,1.256,4.6,1.4,0,785.2,0,0,0
30/04/2016 07:00,272,20.59,21.13,20.24,21.26,22.68,19.75,2.158,354.3,3.26,0.62,0,785.4,26.23,73.75,0
30/04/2016 08:00,273,20.96,22.17,20.41,23.07,26.46,21.42,1.496,345.8,2.64,0.33,0,785.3,140.7,350.6,73.97
30/04/2016 09:00,274,23.82,25.59,22.04,21.43,24.34,20.18,0.901,336.3,1.91,0.14,0,784.8,386.4,588.4,244.3
30/04/2016 10:00,275,25.39,26.39,24.7,21.72,22.87,20.79,1.282,147.3,2.48,0.05,0,783.3,486.2,617.3,357.7
30/04/2016 11:00,276,26.78,28.23,25.68,20.09,22.7,18.24,1.323,144.8,3.17,0.12,0,782.2,719.5,1007,440.7
30/04/2016 12:00,277,27.97,29.3,26.86,17.03,20.82,12.52,1.506,78.3,3.68,0.03,0,781.2,780.7,1042,606.5
30/04/2016 13:00,278,29.44,30.66,28.45,13.68,14.63,12.72,1.419,116.1,3.25,0.11,0,780.8,792.7,1023,624.7
30/04/2016 14:00,279,30.63,31.51,29.4,12.81,14.32,11.46,1.688,144,5.31,0.01,0,780.9,914,1201,622
30/04/2016 15:00,280,31.72,32.76,30.86,11.52,12.79,10.17,2.389,138.5,4.47,0.22,0,781.3,792.7,1090,431.6
30/04/2016 16:00,281,32.24,33.41,31.29,10.84,11.84,9.73,2.4,121.6,6.18,0.14,0,782,536.2,856,356.8
30/04/2016 17:00,282,32.32,32.86,31.78,10.85,12.21,9.7,2.367,157.3,5.2,0.35,0,782.2,351.4,747.3,228.7
30/04/2016 18:00,283,31.65,32.09,31.24,10.75,11.29,9.9,2.112,174.4,3.91,0.63,0,782,142.3,260.5,82.2
30/04/2016 19:00,284,30.94,31.44,30.12,11.76,13.27,10.48,0.745,177.3,2.23,0.01,0,781.9,33.33,94.5,0
30/04/2016 20:00,285,28.55,30.36,27.01,16.23,19.57,12.18,2.165,346,3.76,0.4,0,782.2,0,0,0
30/04/2016 21:00,286,26.2,27.11,24.83,18.61,21.54,15.79,2.97,324.6,4.63,1.06,0,782.7,0,0,0
30/04/2016 22:00,287,24.97,26.1,24.29,20.44,22.94,17.29,1.396,341.9,3.31,0.22,0,783.5,0,0,0
30/04/2016 23:00,288,24.33,25.01,23.38,21.78,24.57,20.35,2.429,347.7,3.38,1.41,0,783.9,0,0,0
01/05/2016 00:00,289,22.85,24.16,21.72,21.64,24.61,16.88,2.863,349.9,4.44,1.28,0,784.2,0,0,0
01/05/2016 01:00,290,21.58,22.3,21,22.36,25.06,19.68,2.078,15.34,4.83,0.04,0,784.7,0,0,0
01/05/2016 02:00,291,21.26,22.17,20.6,19.9,21.89,17.81,2.935,348.3,4.32,1.36,0,785,0,0,0
01/05/2016 03:00,292,20.96,21.63,20.58,20.9,21.89,19.99,2.386,339.5,4.26,0.95,0,785.1,0,0,0
01/05/2016 04:00,293,20.2,20.79,19.63,22.32,23.57,20.7,2.579,348.1,4.12,1.19,0,785.2,0,0,0
01/05/2016 05:00,294,20.13,20.75,19.49,20.98,23.02,18.73,2.132,341.5,3.08,0.83,0,785.4,0,0,0
01/05/2016 06:00,295,19.59,20.58,18.74,18.33,20.06,15.87,1.717,332.8,2.83,0.68,0,785.4,0,0,0
01/05/2016 07:00,296,19.33,20.21,18.64,16.7,19.82,14.47,2.581,349.3,3.96,1.52,0,785.7,50.54,176.5,0
01/05/2016 08:00,297,21.35,23.56,19.15,18.12,19.89,15.29,1.361,6.941,3.11,0.22,0,785.2,293.2,443.6,176.9
01/05/2016 09:00,298,25.52,26.57,23.49,14.03,15.93,11.71,0.949,114,2.94,0.12,0,784.1,567.1,784.5,362
01/05/2016 10:00,299,26.74,27.45,26.02,12.74,13.82,11.5,1.989,130.7,3.59,0.46,0,782.4,821,918,662.1
01/05/2016 11:00,300,28.34,29.88,27,11.56,13.27,9.66,1.625,164.5,4.19,0.04,0,781.3,979,1063,613.3
01/05/2016 12:00,301,30.13,31.64,29.13,9.73,11.87,6.804,1.51,114.1,3.32,0.04,0,780.5,1078,1113,1007
01/05/2016 13:00,302,31.53,32.53,30.73,9.57,10.44,8.81,1.878,121.3,4.8,0.03,0,780.6,1100,1115,1041
01/05/2016 14:00,303,32.79,33.78,31.95,9.81,11.19,8.74,2.664,110.9,5.49,0.37,0,781.1,1049,1109,939
01/05/2016 15:00,304,34.3,35.54,33.23,9.35,10.17,8.23,2.332,172.4,7.44,0.09,0,782.6,940,1019,772.1
01/05/2016 16:00,305,34.7,35.44,34.15,9.21,9.86,8.78,3.561,244.1,7.69,0.74,0,784.5,724.7,899,504.2
01/05/2016 17:00,306,35.43,36.36,34.73,8.75,9.29,8.13,2.947,239,8.94,0.12,0,785,525.4,674.9,391.8
01/05/2016 18:00,307,35.18,35.51,34.83,8.6,9.25,8.2,3.255,216.5,7.59,0.66,0,784.9,261.5,390.9,128.8
01/05/2016 19:00,308,33.74,35.1,32.7,6.363,8.91,5.885,4.033,254.9,8.93,1.09,0,783.4,44.61,129.5,0.448
01/05/2016 20:00,309,31.44,32.87,29.98,7.421,9.42,6.26,1.97,240,4.22,0.04,0,782.3,0.003,0.448,0
01/05/2016 21:00,310,29.02,30.02,27.76,9.64,13.24,8.51,1.12,324,2.58,0.25,0,782.3,0,0,0
01/05/2016 22:00,311,26.31,28.84,25.41,14.96,18.14,10.28,2.225,348.5,4.39,0.07,0,782.9,0,0,0
01/05/2016 23:00,312,25.6,26.4,25.01,18.19,20.15,15.42,2.197,10.24,3.65,0.62,0,783.4,0,0,0
02/05/2016 00:00,313,24.8,25.52,23.58,18.28,20.12,16,2.069,344.5,3.19,0.76,0,783.7,0,0,0
02/05/2016 01:00,314,24.05,24.64,23.38,18.87,20.69,16.51,2.081,358.4,3.35,0.8,0,784,0,0,0
02/05/2016 02:00,315,24.05,25.32,23.31,18.72,20.66,15.69,2.408,8.71,3.86,0.51,0,784.3,0,0,0
02/05/2016 03:00,316,23.86,24.17,23.28,18.08,20.12,16.71,2.41,7.788,3.9,1.44,0,784.2,0,0,0
02/05/2016 04:00,317,24.15,24.85,23.56,15.96,18.62,14.54,2.399,10.5,4.45,0.73,0,784.2,0,0,0
02/05/2016 05:00,318,22.71,24,22.09,19.22,20.36,16.14,2.506,347.1,3.2,1.41,0,784.3,0,0,0
02/05/2016 06:00,319,21.9,22.91,20.94,19.75,21.52,17.87,1.74,333.7,2.86,0.77,0,784.6,0,0,0
02/05/2016 07:00,320,20.77,21.56,19.99,21.88,24,20.29,2.158,343.5,3.57,1.04,0,785,49.38,145.2,0
02/05/2016 08:00,321,23.45,25.84,21.46,20.36,22.57,16.85,0.889,31.95,2.17,0.07,0,784.8,272.6,394.3,145.9
02/05/2016 09:00,322,27.64,29.15,25.42,15.81,19.03,13.41,1.024,94.8,2.12,0.28,0,783.4,529.5,664.4,395.2
02/05/2016 10:00,323,28.92,30.32,27.76,13.32,15.45,11.87,1.375,176.7,3.04,0.04,0,781.5,772.8,863,665.3
02/05/2016 11:00,324,30.15,31.37,29.06,12.87,13.81,12.21,1.836,166.7,3.87,0.08,0,780.6,933,995,599.7
02/05/2016 12:00,325,31.09,32.36,30.01,13.28,14.19,12.52,2.062,215.9,4.31,0.19,0,780.6,1036,1072,994
02/05/2016 13:00,326,32.57,33.96,31.81,11,12.96,8.44,1.767,199.3,4.27,0.05,0,781.2,1050,1210,707.2
02/05/2016 14:00,327,34.48,35.01,33.65,8.59,9.12,7.858,1.709,122.3,3.78,0.06,0,782.2,1010,1345,547.4
02/05/2016 15:00,328,35.56,36.77,34.66,8.26,9.18,7.619,1.756,161.9,4.31,0.07,0,785.1,818,1125,502.2
02/05/2016 16:00,329,36.34,37.89,35.44,8.14,9.08,6.905,2.477,179.8,5.54,0.13,0,788,752.8,964,592.9
02/05/2016 17:00,330,36.81,37.35,36.26,7.791,8.5,6.939,2.112,168.8,4.87,0.15,0,789.7,494.4,637.7,265.7
02/05/2016 18:00,331,36.28,36.7,35.65,8.29,9.12,7.687,2.531,220.7,5.45,0.26,0,788.3,231.2,372.1,95.2
02/05/2016 19:00,332,34.92,35.78,34.23,9.68,10.65,8.81,1.639,186.2,3.58,0.31,0,785.2,37.92,113.8,1.344
02/05/2016 20:00,333,32.82,34.3,31.03,12.04,14.83,10.21,0.78,303.7,2.53,0.11,0,782.7,0.046,1.344,0
02/05/2016 21:00,334,30.37,32.26,29.34,14.73,16.09,12.35,1.742,356.2,3.69,0.09,0,782.1,0,0,0
02/05/2016 22:00,335,28.9,29.82,27.79,15.77,17.7,15.04,2.451,337.2,3.57,0.92,0,782.3,0,0,0
02/05/2016 23:00,336,27.81,28.2,27.48,17.68,19.43,15.69,1.636,38.93,3.14,0.33,0,782.7,0,0,0
03/05/2016 00:00,337,27.61,28.23,26.67,18.74,21.17,15.96,2.015,17.77,4.09,0.16,0,783.1,0,0,0
03/05/2016 01:00,338,27.14,27.83,26.09,20.28,23.31,18.21,2.638,333.2,3.56,1.33,0,783,0,0,0
03/05/2016 02:00,339,25.35,26.19,24.57,26.31,29.27,23.35,1.918,347.9,3.31,0.53,0,783.2,0,0,0
03/05/2016 03:00,340,25.08,25.69,23.82,29.28,33.56,27.88,1.555,332.5,2.36,0.77,0,783.5,0,0,0
03/05/2016 04:00,341,23.76,24.23,23.34,34.44,36.11,33.02,2.33,327.5,3.77,1.39,0,783.7,0,0,0
03/05/2016 05:00,342,22.99,23.92,22.36,39.46,42.34,35.26,2.098,338.5,4.74,1.06,0,784,0,0,0
03/05/2016 06:00,343,22.62,23.01,22.13,42.38,44.53,40.68,1.949,359.1,3.03,0.68,0,784.2,0,0,0
03/05/2016 07:00,344,22.52,22.94,22.16,45.06,46.13,44.05,2.247,343.2,3.25,1.07,0,784.3,37.01,104.9,0
03/05/2016 08:00,345,24.18,26.13,22.91,43.43,45.41,39.11,1.409,4.007,3.39,0.1,0,784.1,208.6,321.4,105.3
03/05/2016 09:00,346,27.08,27.96,25.86,36.82,41.05,33.28,1.202,142.5,2.49,0.12,0,782.9,441.2,556.8,322.1
03/05/2016 10:00,347,28.25,29.11,27.41,32.59,35.36,30.45,2.014,155.6,4.18,0.34,0,781.6,663.8,765.5,557.3
03/05/2016 11:00,348,29.15,30.22,28.35,30.77,32.29,28.68,1.928,192.8,4.58,0.07,0,780.9,838,905,600.2
03/05/2016 12:00,349,30.95,32.12,29.71,27.65,30.28,25.58,1.667,139.5,4.02,0.04,0,780.6,950,985,904
03/05/2016 13:00,350,31.85,33.04,31.13,25.73,27.35,23.74,2.349,173.1,5.56,0.16,0,781.3,983,995,970
03/05/2016 14:00,351,32.54,34.02,31.3,22.87,25.89,19.42,2.344,204.9,6.19,0.32,0,782,946,991,891
03/05/2016 15:00,352,33.5,34.29,32.65,19.23,21.56,16.09,2.07,195.7,6.32,0.01,0,783.2,819,892,722.8
03/05/2016 16:00,353,34.31,35.14,33.57,17.91,19.56,15.68,2.094,188.4,5.47,0.18,0,784.7,620.5,726.2,331.3
03/05/2016 17:00,354,34.6,35.75,33.67,18.11,19.86,15.88,1.758,261.8,5.61,0.12,0,785.4,264,586.4,114
03/05/2016 18:00,355,33.88,34.6,33.41,19.47,20.78,17.99,1.103,348.6,2.41,0.02,0,783.6,125.5,188.8,72.35
03/05/2016 19:00,356,33.38,33.65,33.04,17.65,21.43,15.1,1.773,187.7,4.28,0.02,0,782.6,36.45,76.83,2.688
03/05/2016 20:00,357,32.92,33.24,32.43,15.58,15.99,15.14,2.804,207.6,5.55,0.72,0,782,0.059,2.464,0
03/05/2016 21:00,358,30.95,32.46,28.48,20.94,28.48,16.02,2.004,276.8,3.97,0.66,0,781.7,0,0,0
03/05/2016 22:00,359,28.36,29.51,27.21,28.19,31.24,24.4,2.065,329.7,3.27,0.51,0,782.1,0,0,0
03/05/2016 23:00,360,27.1,27.99,26.5,31.61,33.45,28.99,1.178,26.17,2.57,0.08,0,782.6,0,0,0
04/05/2016 00:00,361,26.61,27.52,25.71,31.34,33.93,28.35,1.454,346.2,2.99,0.19,0,783,0,0,0
04/05/2016 01:00,362,25.83,26.6,25.18,32.42,34.51,30.7,1.571,354.9,2.96,0.18,0,783.1,0,0,0
04/05/2016 02:00,363,24.31,25.45,23.72,34.1,35.81,32.13,2.638,333.6,4.29,1.16,0,783.5,0,0,0
04/05/2016 03:00,364,23.61,24.19,23.14,35.15,38.29,33.56,2.069,324.9,4.26,0.74,0,783.9,0,0,0
04/05/2016 04:00,365,23.14,23.45,22.77,36.92,38.97,35.54,2.035,324.4,3.25,0.92,0,784.1,0,0,0
04/05/2016 05:00,366,22.45,22.91,21.95,39.49,41.63,37.82,2.657,349.7,4.1,0.89,0,784.2,0,0,0
04/05/2016 06:00,367,21.81,22.43,21.38,41.76,43.61,39.93,2.711,343.9,3.61,1.13,0,784.5,0.03,0.897,0
04/05/2016 07:00,368,21.76,22.5,21.45,40.41,42.35,36.73,2.475,341.9,3.35,0.8,0,784.7,40.37,107.8,0.897
04/05/2016 08:00,369,24.35,25.93,22.4,33.88,37.99,32.17,1.065,43.39,2.63,0.06,0,784.4,213.9,336,108.9
04/05/2016 09:00,370,26.33,27.05,25.69,32.92,34.71,31.24,1.256,156.2,3.13,0.08,0,783.2,455.3,580.1,330.6
04/05/2016 10:00,371,27.39,28.63,26.39,31.32,33.38,29.16,1.486,169.5,3.42,0.13,0,781.9,705.1,813,581.5
04/05/2016 11:00,372,28.85,29.88,27.44,28.84,30.59,26.71,1.59,152,3.56,0.06,0,781,875,934,607.4
04/05/2016 12:00,373,29.98,31.2,29.16,26.2,28.81,21.6,2.123,144.8,4.37,0.23,0,780.6,983,1016,928
04/05/2016 13:00,374,31.37,32.5,30.45,20.51,23.98,16.91,2.51,141,4.92,0.11,0,780.9,1001,1014,969
04/05/2016 14:00,375,33.11,34.59,32.02,16.3,18.3,14.76,2.007,179,4.4,0.11,0,781.5,935,984,881
04/05/2016 15:00,376,33.99,35.17,32.62,15.01,16.6,13.88,1.276,181.4,3.39,0.04,0,783.2,813,919,687
04/05/2016 16:00,377,34.28,35,33.57,15.39,15.95,14.8,1.849,130.7,4.29,0.02,0,785,576.9,690.6,280.9
04/05/2016 17:00,378,34.3,34.76,33.95,14.42,15.75,13.27,1.765,91.6,3.59,0.11,0,785,379.6,483.8,263.6
04/05/2016 18:00,379,34.17,34.8,33.74,14.13,14.86,13.44,1.565,79.91,2.96,0.18,0,784.5,180.8,281.6,94.1
04/05/2016 19:00,380,33.27,33.84,32.77,15.64,18.06,14.42,1.664,40.61,2.85,0.66,0,782.9,41.89,93.6,0.896
04/05/2016 20:00,381,31.97,32.87,31.24,20.1,22.11,17.08,1.718,6.648,3.74,0.64,0,782.1,0.015,0.896,0
04/05/2016 21:00,382,31.42,31.95,30.9,20.77,22.52,18.78,1.79,265.3,5.99,0.1,0,781.9,0,0,0
04/05/2016 22:00,383,30.44,31.85,29.2,28.09,30.28,20.51,3.993,150.7,7.77,1.57,0,781.8,0,0,0
04/05/2016 23:00,384,28.52,29.3,28.02,30.93,31.75,29.84,4.158,144.4,8.74,0.95,0,782,0,0,0
05/05/2016 00:00,385,27.53,28.13,27.08,32.52,33.25,31.31,2.645,172.1,6.1,0.82,0,782.1,0,0,0
05/05/2016 01:00,386,25.68,27.25,21.29,42.3,69.22,32.81,3.891,205.5,11.96,0.76,0.2,782.5,1.181,9.41,0
05/05/2016 02:00,387,20.71,21.5,20.18,73.57,80,65.04,3.923,149.3,9.11,0.91,3.6,784.1,0.088,4.257,0
05/05/2016 03:00,388,20.92,21.62,20.36,75.33,80.5,68.33,2.711,343.7,3.93,0.59,0,784.8,0,0,0
05/05/2016 04:00,389,21.99,22.64,21.25,68.48,72.92,61.82,2.03,7.075,3.36,0.75,0,784.7,0,0,0
05/05/2016 05:00,390,22.49,23.08,21.92,66.17,72.61,59.85,1.604,14.92,2.75,0.44,0,784.5,0,0,0
05/05/2016 06:00,391,22.05,22.74,21.21,68.73,76.29,62.23,0.83,121.4,3.29,0.06,0,784.4,0.004,0.448,0
05/05/2016 07:00,392,21.2,21.69,20.73,73.77,77.25,70.71,1.323,17.67,2.79,0.01,0,784.8,39.93,91.9,0.448
05/05/2016 08:00,393,22.48,23.42,21.48,69.09,72.99,61.75,0.587,94,1.38,0.01,0,784.5,130.3,184.2,73.07
05/05/2016 09:00,394,23.98,24.74,23.34,60.66,67.9,54.87,0.809,160.5,1.89,0.06,0,783.9,244.9,510,150.6
05/05/2016 10:00,395,25.28,26.43,24.53,54.38,58.06,48.6,1.725,176.9,3.91,0.18,0,782.8,661.3,837,376
05/05/2016 11:00,396,26.7,27.85,25.65,47.29,52.26,40.73,2.426,146.7,4.5,0.16,0,781.6,911,982,642.9
05/05/2016 12:00,397,27.87,28.79,26.89,42.07,45.42,37.56,2.201,184.4,5.68,0.18,0,780.9,1022,1067,965
05/05/2016 13:00,398,29.03,30.08,28.14,36.78,40.89,32.22,1.775,234.3,4.77,0.01,0,780.9,1039,1066,1013
05/05/2016 14:00,399,30.97,32.56,29.37,31.8,34.9,28.16,1.643,163.2,4.32,0.07,0,781.2,990,1054,494.4
05/05/2016 15:00,400,31.5,33.2,30.44,29.54,31.84,26.63,1.37,168.2,3.85,0.08,0,781.9,715.6,962,336.9
05/05/2016 16:00,401,31.26,32.65,30.66,29.83,31.5,27.52,1.152,319.9,3.14,0.02,0,782.7,228,457,130.4
05/05/2016 17:00,402,30.84,31.44,30.49,30.89,32.08,29.7,0.726,19.15,1.82,0.02,0,782.2,67.35,128.8,39.87
05/05/2016 18:00,403,30.56,30.93,29.67,31.35,34.56,28.92,1.279,47.1,4.76,0.03,0,781.8,83.3,121.7,42.34
05/05/2016 19:00,404,29.46,30.05,29.16,35.85,38.27,32.93,2.579,258.9,4.55,0.97,0,781.9,51.49,123.4,6.049
05/05/2016 20:00,405,28.9,29.34,28.26,39.19,43.49,37.32,1.378,337.5,2.32,0.62,0,781.9,0.488,6.049,0
05/05/2016 21:00,406,27.75,28.26,27.21,42.6,46.69,39.92,1.127,336.1,2.44,0.03,0,782.3,0,0,0
05/05/2016 22:00,407,27.01,27.72,26.67,43.1,45.13,41.35,1.683,344.2,2.88,0.6,0,782.6,0,0,0
