TOA5,TMIX,CR1000,53683,CR1000.Std.25,CPU:TMIX.CR1,52041,hora,,,,,,,,,
TIMESTAMP,RECORD,Temp_Avg,Temp_Max,Temp_Min,RH_Avg,RH_Max,RH_Min,WSpeed_Avg,WDir_Avg,WSpeed_Max,WSpeed_Min,Rain_Tot,Press_Avg,Rad_Avg,Rad_Max,Rad_Min
TS,RN,pC,pC,pC,%,%,%,m/s,Deg,m/s,m/s,mm,hPa,W/m^2,W/m^2,W/m^2
,,Avg,Max,Min,Avg,Max,Min,WVc,WVc,Max,Min,Tot,Avg,Avg,Max,Min
16/09/2016 07:00,2891,19,19.18,18.8,88.7,89,87.8,0.743,94.7,1.45,0.27,0,857,12.45,38.33,0
16/09/2016 08:00,2892,19.73,20.84,18.97,84.5,88,78.17,0.587,332.3,1.57,0.04,0,859,122,206.9,38.55
16/09/2016 09:00,2893,21.14,21.79,20.5,79.91,82.2,76.35,0.979,214.7,2.35,0.04,0,870,353.5,553.4,196.8
16/09/2016 10:00,2894,22.26,22.8,21.54,73.24,77.88,69.26,1.58,199.7,3.39,0.28,0,889,590.2,696.9,455.9
16/09/2016 11:00,2895,23.13,24.05,22.31,70.1,73.4,66.19,2.107,176.1,3.83,0.12,0,903,832,952,700.7
16/09/2016 12:00,2896,24.76,25.53,23.71,60.08,68.37,54.07,1.766,216.4,3.61,0.1,0,916,956,1059,867
16/09/2016 13:00,2897,25.35,26.27,24.64,55.19,58.97,50.39,2.459,197.1,5.05,0.37,0,924,1005,1486,498.7
16/09/2016 14:00,2898,26.34,27.6,25.18,50.83,55.93,45.86,1.976,200.1,4.05,0.1,0,928,881,1433,460.6
16/09/2016 15:00,2899,27.5,28.79,26.37,46.91,50.86,42.12,1.661,252,3.82,0.1,0,938,646.4,1140,222.2
16/09/2016 16:00,2900,26.59,27.33,25.93,50.63,53.51,47.32,3.223,245.3,5.64,1.23,0,933,458.2,761.8,277.8
16/09/2016 17:00,2901,27.7,28.52,26.45,48.28,51.55,46.14,2.099,268,4.26,0.21,0,935,482.3,799,215.1
16/09/2016 18:00,2902,26.8,27.74,26.18,50.73,52.74,47.63,3.119,235.3,4.68,1.57,0,933,176.2,362.7,37.19
16/09/2016 19:00,2903,25.54,26.28,24.9,57.15,65.31,52.6,1.397,258.5,3.03,0.2,0,919,11.45,37.19,0
16/09/2016 20:00,2904,24.05,24.97,23.27,64.6,67.63,60.27,2.049,201.8,4.36,0.09,0,909,0,0,0
16/09/2016 21:00,2905,22.84,23.48,22.12,71.77,76.41,66.74,1.831,279.3,3.1,0.35,0,903,0,0,0
16/09/2016 22:00,2906,22.21,22.56,21.3,77.31,83,75.02,1.474,260.9,6.2,0.01,0,894,0.089,1.121,0
16/09/2016 23:00,2907,19.94,21.37,19.2,87.5,89.4,82.4,3.407,178.7,7.46,0.05,0,886,0.423,2.241,0
17/09/2016 00:00,2908,19.45,19.62,19.23,85.2,87.9,81.8,2.739,318.3,6.07,0.19,0,876,0,0,0
17/09/2016 01:00,2909,19.23,19.65,18.77,86,87.2,83.5,1.83,225.7,4.3,0.31,0,870,0.008,0.224,0
17/09/2016 02:00,2910,18.82,19.05,18.6,83.2,86.9,77.17,2.441,313.5,3.82,0.58,0,865,0,0,0
17/09/2016 03:00,2911,18.91,19.25,18.06,81.2,86.4,76.38,1.736,207.8,4.36,0.23,0,862,0.04,0.672,0
17/09/2016 04:00,2912,18.11,18.3,17.86,85.5,87.1,83.9,1.661,347.6,3.08,0.17,0,859,0.024,0.448,0
17/09/2016 05:00,2913,18.16,18.33,17.96,85.1,86.1,83.9,0.807,12.65,2.94,0.02,0,854,0,0,0
17/09/2016 06:00,2914,17.97,18.23,17.52,86.7,87.4,85.4,0.655,270.6,2.73,0.04,0,851,0,0,0
17/09/2016 07:00,2915,17.63,17.93,17.42,86.8,87.9,85.6,1.337,350.7,2.63,0.53,0,850,13.79,57.85,0
17/09/2016 08:00,2916,19.25,21.03,17.55,80.6,87.1,71.99,0.472,298.9,1.02,0.02,0,853,216,419.9,59.19
17/09/2016 09:00,2917,20.91,21.64,20.13,71.21,76.67,65.28,1.193,150.8,2.38,0.02,0,871,514.5,804,334.9
17/09/2016 10:00,2918,21.89,22.83,20.96,66.53,71.98,62.01,1.262,173.9,3.73,0.01,0,889,662.9,896,254.2
17/09/2016 11:00,2919,23.05,24.59,21.63,65.58,71.94,60.37,1.59,200.8,3.5,0.06,0,903,870,1070,389.9
17/09/2016 12:00,2920,24.77,25.67,23.81,58.19,63.09,53.83,1.72,198.2,5.08,0.05,0,918,1044,1279,265.3
17/09/2016 13:00,2921,26.24,27.05,25.59,50.53,55.7,46.64,1.799,155.9,4.43,0.18,0,930,1051,1237,373.5
17/09/2016 14:00,2922,26.83,27.56,26.03,47.71,52.32,44.16,2.209,234.9,4.79,0.07,0,936,1028,1184,456.3
17/09/2016 15:00,2923,27.11,28.31,26.51,47.51,51.03,44.06,2.639,217.1,5.31,0.16,0,942,932,1021,692.6
17/09/2016 16:00,2924,27.1,27.84,26.47,47.88,50.42,44.46,3.231,252.4,5.41,0.73,0,942,708.3,871,452
17/09/2016 17:00,2925,27.3,28.24,26.85,44.92,49.64,40.59,3.113,238.3,4.95,0.97,0,941,504.3,618.7,367.8
17/09/2016 18:00,2926,26.47,27.53,25.84,49.82,54.27,43.21,2.863,212.1,5.87,0.7,0,932,126.4,366.3,58.71
17/09/2016 19:00,2927,25.49,25.98,24.9,56.42,62.72,53.7,1.169,183.5,3.26,0.02,0,921,17.46,58.26,0
17/09/2016 20:00,2928,23.98,24.9,23.44,64.95,68.96,59.52,0.959,354.7,1.82,0.06,0,911,0,0,0
17/09/2016 21:00,2929,23.07,23.89,22.36,71.39,76.99,67.22,2.004,358,4.51,0.74,0,905,0,0,0
17/09/2016 22:00,2930,20.29,22.59,19.2,75.76,83.5,69.16,3.046,91.2,8.74,0.12,0,888,0.237,3.137,0
17/09/2016 23:00,2931,19.29,19.62,19.03,84.6,86,83.2,1.949,342.5,3.71,0.36,0,874,0,0,0
18/09/2016 00:00,2932,19.77,20.27,18.8,83.7,87.5,81.2,1.426,292.2,4.13,0.06,0,873,0.088,1.121,0
18/09/2016 01:00,2933,18.46,18.97,17.92,88.5,89.1,87.4,1.152,169.2,3.47,0.04,0,870,0.108,1.345,0
18/09/2016 02:00,2934,18.71,19.15,18.29,88.3,88.9,87.9,1.254,345.5,3.25,0.02,0,865,0.026,1.121,0
18/09/2016 03:00,2935,18.62,18.95,18.36,88.9,89.4,87.6,1.044,333.7,2.44,0.07,0,864,0.062,1.121,0
18/09/2016 04:00,2936,18.88,19.08,18.71,88,88.6,86.9,0.758,234,1.73,0.03,0,862,0,0,0
18/09/2016 05:00,2937,18.8,19.08,18.54,88.3,88.6,87.9,0.46,306.4,1.09,0.03,0,860,0,0,0
18/09/2016 06:00,2938,18.56,18.81,18.33,89,89.5,88.2,0.455,227.1,0.94,0.04,0,858,0,0,0
18/09/2016 07:00,2939,18.36,19.22,17.99,87.6,89.5,84.5,1.216,332.8,2.05,0.35,0,857,27.63,107.4,0
18/09/2016 08:00,2940,19.05,19.7,18.53,86.6,89,82.3,0.748,194.3,2.21,0.03,0,861,153.3,281.6,93.7
18/09/2016 09:00,2941,19.94,20.97,18.87,84.6,88.9,79.42,0.981,114,2.63,0.1,0,871,416.2,842,137.6
18/09/2016 10:00,2942,21.81,22.72,20.56,75.55,81.8,69.56,1.338,192.2,2.6,0.09,0,892,733.6,923,261.8
18/09/2016 11:00,2943,23.12,23.94,22.35,68.63,72.86,61.7,1.993,191.1,4.26,0.09,0,908,887,1139,212.9
18/09/2016 12:00,2944,24.44,25.3,23.16,59.08,66.26,51.04,2.137,201.8,5.16,0.31,0,919,1108,1264,406
18/09/2016 13:00,2945,25.1,26.01,24.38,56.43,60.26,50.94,2.488,244.5,5.49,0.09,0,925,1058,1360,332
18/09/2016 14:00,2946,26.21,26.99,25.46,52.93,58.41,47.9,2.631,222.9,6.46,0.28,0,933,1008,1198,276.9
18/09/2016 15:00,2947,26.22,27.46,25.59,52.26,57.46,45.82,3.12,193.5,6.41,0.18,0,935,898,995,484.8
18/09/2016 16:00,2948,26.93,27.67,26.07,42.55,50.49,38.48,2.566,202.4,4.9,0.23,0,937,705.3,827,596.7
18/09/2016 17:00,2949,27.49,28.14,26.65,37.61,44.36,32.93,2.068,227.9,4.14,0.25,0,939,410,604.4,116.9
18/09/2016 18:00,2950,26.49,27.12,26.01,46.23,52.3,38.75,1.316,275.3,2.92,0.08,0,932,116.7,186.2,58.26
18/09/2016 19:00,2951,25,26.39,23.74,54.51,63.4,46.38,1.37,321.7,2.19,0.38,0,924,13.11,59.6,0
18/09/2016 20:00,2952,23.39,24.45,22.63,64.21,68.62,57.04,1.8,341,3.39,1.05,0,912,0,0,0
18/09/2016 21:00,2953,23.08,23.68,22.39,65.78,72.09,56.02,2.247,341.2,6.22,0.66,0,905,0.011,0.224,0
18/09/2016 22:00,2954,21.78,23.55,20.76,69.34,76.32,57.62,2.637,10.49,7.8,0.35,0,897,0.02,0.672,0
18/09/2016 23:00,2955,21.53,22.3,20.43,74.43,83.1,68.46,1.9,10.96,4.38,0.32,0,887,0.014,0.448,0
19/09/2016 00:00,2956,21.05,21.45,20.77,77.78,80.7,73.91,1.134,294.2,3.92,0.24,0,882,0,0,0
19/09/2016 01:00,2957,20.41,21.11,19.85,80.4,82.6,78.06,1.14,305.8,3.05,0.07,0,878,0,0,0
19/09/2016 02:00,2958,20.07,20.4,19.79,83.3,84.6,81.5,0.733,76.14,1.59,0.07,0,873,0,0,0
19/09/2016 03:00,2959,19.64,20.5,18.79,86,89.4,82.3,1.876,171.1,4.45,0.23,0,875,0.136,0.672,0
19/09/2016 04:00,2960,18.95,19.21,18.73,89.4,89.7,89,1.022,322.8,2.91,0.01,0,872,0.007,0.224,0
19/09/2016 05:00,2961,19.32,19.48,19.07,88.2,89,87.8,1.024,42.44,2.46,0.03,0,869,0,0,0
19/09/2016 06:00,2962,19.2,19.42,18.91,88.1,88.9,87.5,0.68,247.2,2.23,0.07,0,865,0,0,0
19/09/2016 07:00,2963,18.63,19.15,18.27,88.7,89.3,88,1.074,312.3,2.68,0.03,0,863,10.5,39.45,0
19/09/2016 08:00,2964,20.21,21.59,18.54,81.7,89.1,75.14,0.541,44.02,1.11,0.04,0,866,221.2,360.6,40.35
19/09/2016 09:00,2965,22.01,23,21.07,75.31,79.66,71.17,0.984,159,2.32,0.06,0,884,480.5,642.7,159.1
19/09/2016 10:00,2966,23.46,24.32,22.36,60.2,73.45,47.81,1.868,155.4,3.7,0.34,0,902,717.9,869,466.1
19/09/2016 11:00,2967,24.47,25.3,23.81,51.41,54.82,46.76,1.987,188.1,3.92,0.05,0,913,949,1023,868
19/09/2016 12:00,2968,25.4,26.52,24.44,50.02,54.75,44.64,1.889,199.3,4.61,0.09,0,925,1046,1071,1022
19/09/2016 13:00,2969,25.74,26.47,25.22,51.38,54.81,47.19,2.589,218.6,5.33,0.34,0,931,1064,1095,1024
19/09/2016 14:00,2970,26.64,27.66,25.9,48.89,53.27,44.47,2.395,208.6,5.71,0.27,0,936,982,1035,916
19/09/2016 15:00,2971,27.34,28.48,26.44,44.32,48.85,39.84,2.533,206.4,4.85,0.25,0,941,848,945,760.2
19/09/2016 16:00,2972,27.48,28.41,26.95,44.24,46.98,41.37,2.392,210.3,5.16,0.51,0,945,658.8,763.4,382.4
19/09/2016 17:00,2973,27.16,28.41,26.34,41.93,45.56,38.2,1.901,264.2,3.96,0.12,0,940,199.9,698.9,64.07
19/09/2016 18:00,2974,26.53,26.9,26.22,45.25,47.1,40.39,1.981,224.6,4.42,0.18,0,930,103.2,227.7,11.65
19/09/2016 19:00,2975,25.41,26.43,22.82,52.86,59.04,44.07,1.809,307.4,9.99,0.07,0,926,2.437,11.2,0
19/09/2016 20:00,2976,20,22.99,18.65,76.99,86.6,55.91,5.5,44.63,12.74,0.96,0,904,1.554,6.274,0
19/09/2016 21:00,2977,19.59,20.02,18.96,80,84.5,77.25,3.401,314.2,6.5,0.68,0,881,0.017,0.224,0
19/09/2016 22:00,2978,20.29,20.66,19.85,78.27,82,75.34,1.491,43.87,5.01,0.09,0,882,0.008,0.224,0
19/09/2016 23:00,2979,19.7,20.26,18.97,83.2,86.7,79.29,1.128,160,2.6,0.01,0,878,0,0,0
20/09/2016 00:00,2980,18.6,19.01,18.1,87.9,88.9,86.3,1.109,148.5,1.96,0.25,0,869,0,0,0
20/09/2016 01:00,2981,18.12,18.33,17.89,89.2,89.6,88.1,1.039,47.06,2.49,0.02,0,863,0,0,0
20/09/2016 02:00,2982,18.45,18.88,18.06,86.1,88.2,84.1,1.907,343,3.91,0.41,0,861,0,0,0
20/09/2016 03:00,2983,17.74,18.27,17.25,82.2,84.2,79.72,2.061,339.2,3.4,0.59,0,857,0,0,0
20/09/2016 04:00,2984,17.39,17.79,17.07,81.9,85,78.77,1.671,5.093,2.96,0.59,0,851,0,0,0
20/09/2016 05:00,2985,17.24,17.82,16.56,80.9,84.6,77.71,1.507,346.1,3.1,0.04,0,849,0,0,0
20/09/2016 06:00,2986,17.07,17.42,16.77,80.7,83,77.52,0.745,347,2.05,0.02,0,845,0,0,0
20/09/2016 07:00,2987,16.64,17.42,16.26,81.7,83.5,77.62,1.91,339.7,3.5,0.46,0,844,26.49,112.6,0
20/09/2016 08:00,2988,18.37,20.62,16.67,74.49,80.5,66.75,1.749,343,3,0.37,0,851,234,369.2,113.5
20/09/2016 09:00,2989,21.15,22.33,20.17,63.45,68.96,53.92,1.126,215.7,2.51,0.11,0,873,516,650.7,369.9
20/09/2016 10:00,2990,22.44,23.07,21.74,57.48,61.3,55.03,1.518,184,3.4,0.18,0,895,754,871,438.3
20/09/2016 11:00,2991,23.76,24.59,22.69,54.45,59.59,51.32,1.614,186.9,4.18,0.03,0,910,949,1030,873
20/09/2016 12:00,2992,24.91,25.74,24.31,50.1,54,46.55,1.691,176.2,4.25,0.11,0,921,1060,1093,1007
20/09/2016 13:00,2993,25.46,26.17,24.51,45.9,51.92,38.58,2.316,184.9,4.7,0.2,0,927,1091,1119,1047
20/09/2016 14:00,2994,26.33,27.46,25.69,44.72,49.5,39.57,2.129,167.4,5.1,0.06,0,933,1004,1064,812
20/09/2016 15:00,2995,26.79,27.6,26.1,44.65,48.72,41.3,2.416,210.7,5,0.09,0,939,823,1052,295.2
20/09/2016 16:00,2996,26.92,27.97,26.07,43.32,49.23,36.74,2.16,261.8,4.6,0.19,0,938,602.4,883,170.7
20/09/2016 17:00,2997,26.81,27.77,25.97,42.47,45.28,39.19,2.731,239.7,4.78,0.68,0,937,382.7,571.7,143.8
20/09/2016 18:00,2998,25.76,26.55,24.76,45.19,53.67,39.5,1.844,284.2,3.77,0.42,0,925,47.87,142.9,9.41
20/09/2016 19:00,2999,24.04,25.17,23.16,60.53,69.01,45.5,1.916,358.5,7.87,0.86,0,913,1.297,8.96,0
20/09/2016 20:00,3000,21.37,23.41,19.63,68.02,77.33,61.95,3.02,48.54,8.43,0.09,0,901,0.2,1.12,0
20/09/2016 21:00,3001,19.96,20.22,19.71,75.69,79.73,72.68,1.767,302.3,4.55,0.05,0,883,0,0,0
20/09/2016 22:00,3002,19.91,20.16,19.54,78.05,80.8,74.73,2.193,215.3,4.98,0.16,0,881,0,0,0
20/09/2016 23:00,3003,18.73,19.54,18.19,85.4,87.5,80.3,1.493,139.8,3.88,0.02,0,875,0.012,0.224,0
21/09/2016 00:00,3004,18.55,18.85,18.26,84.9,86.3,83.5,0.957,80.4,1.88,0.06,0,867,0,0,0
21/09/2016 01:00,3005,18.71,19.12,18.4,84.9,86.7,82,0.915,6.345,3.26,0.03,0,864,0,0,0
21/09/2016 02:00,3006,18.43,18.68,18.06,86.2,86.8,85.4,1.243,2.33,2.1,0.28,0,860,0,0,0
21/09/2016 03:00,3007,18.33,18.61,17.96,85.6,87.4,83.8,0.633,320.6,2.98,0.09,0,857,0,0,0
21/09/2016 04:00,3008,17.63,18.13,17.21,86.5,87.7,84.9,0.942,336,2.03,0.02,0,855,0,0,0
21/09/2016 05:00,3009,16.96,17.69,16.29,85,86.8,83.7,1.117,333.6,3.26,0.1,0,850,0,0,0
21/09/2016 06:00,3010,16.62,16.94,16.13,85.1,86.3,83.8,0.95,22.04,2.7,0.03,0,844,0,0,0
21/09/2016 07:00,3011,16.3,16.61,15.89,83.7,86.2,82.3,1.48,317.6,2.6,0.03,0,842,16.64,59.42,0
21/09/2016 08:00,3012,17.64,19.87,16.1,77.02,82.8,66.07,1.452,344.3,2.76,0.3,0,845,227.1,383,44.84
21/09/2016 09:00,3013,20.65,21.31,19.87,66.82,69.55,64.59,1.051,156.4,2.93,0.05,0,869,509.8,630.7,383.4
21/09/2016 10:00,3014,21.1,22.01,20.18,69.35,73.59,64.7,1.711,140.9,4,0.14,0,890,709.9,858,322.4
21/09/2016 11:00,3015,22.17,24.08,20.92,65.39,72.56,54.65,1.675,198.6,4.27,0.25,0,902,896,1068,261.3
21/09/2016 12:00,3016,24,25.46,23.36,55.39,59.93,50.46,1.998,182.9,4.27,0.43,0,917,1097,1144,1040
21/09/2016 13:00,3017,24.66,25.36,24.03,52.95,59.81,49.13,2.588,211.4,5.78,0.54,0,924,1127,1401,612.1
21/09/2016 14:00,3018,25.26,26,24.3,50.82,55.05,46.88,2.823,191.9,5.55,0.73,0,927,991,1305,356.7
21/09/2016 15:00,3019,26.43,28.45,24.88,42.12,52.9,34.67,1.946,258.2,5.02,0.21,0,932,894,967,701.6
21/09/2016 16:00,3020,25.91,28.41,24.36,49.17,58.51,34.05,2.973,1.061,7.15,0.32,0,939,594.2,921,294.4
21/09/2016 17:00,3021,24.09,24.57,23.84,54.16,57.9,51.28,2.027,350.7,6.11,0.21,0,924,108.9,431.9,57.81
21/09/2016 18:00,3022,23.91,24.35,23.33,55.34,61.26,51.39,1.222,347.3,2.43,0.13,0,914,48.67,70.36,26.44
21/09/2016 19:00,3023,23.42,23.78,22.89,59.02,61.95,55.99,1.435,46.22,3.57,0.22,0,908,4.842,25.99,0
21/09/2016 20:00,3024,22.68,23.38,21.71,61.89,68.79,55.51,1.672,43.93,3.58,0.45,0,902,0.015,0.224,0
21/09/2016 21:00,3025,22.44,23.04,21.03,61.6,65.21,58.17,1.594,95,5.07,0.26,0,897,0.15,1.345,0
21/09/2016 22:00,3026,20.46,21.16,20.15,69.01,71.8,64.6,1.182,188.1,3.35,0.19,0,886,0.026,0.672,0
21/09/2016 23:00,3027,19.74,20.53,19.23,75.2,77.96,69.41,1.775,260.6,3.66,0.09,0,877,0,0,0
22/09/2016 00:00,3028,18.49,19.27,18.03,80.6,84.2,75,1.237,178.1,3.72,0.09,0,868,0,0,0
22/09/2016 01:00,3029,17.88,18.23,17.62,86,87.6,83.4,1.55,342.7,3.24,0.07,0,862,0,0,0
22/09/2016 02:00,3030,17.7,17.89,17.48,86.1,87.2,83.8,1.279,346,3.29,0.04,0,858,0,0,0
22/09/2016 03:00,3031,17.46,17.65,17.28,85.6,86.9,84.1,0.775,327.4,1.52,0.09,0,854,0,0,0
22/09/2016 04:00,3032,17.72,18.03,17.38,86.7,87.2,86.2,0.85,131,1.96,0.06,0,853,0,0,0
22/09/2016 05:00,3033,17.77,17.99,17.42,87.1,88.2,85.8,1.043,185.8,3.2,0.12,0,854,0.002,0.224,0
22/09/2016 06:00,3034,17.36,17.55,17.18,88.9,89.5,88.1,1.173,150.6,2.59,0.02,0,854,0,0,0
22/09/2016 07:00,3035,17.62,17.82,17.28,87.4,88.5,86.9,1.084,296.6,2.74,0.06,0,853,12.59,55.38,0
22/09/2016 08:00,3036,18.17,18.88,17.48,84.8,87.4,80.8,1.436,237.5,3.01,0.05,0,856,188.2,314.6,54.93
22/09/2016 09:00,3037,19.12,21.21,18.13,79.99,85.5,70.54,1.464,171,2.71,0.04,0,868,398.2,861,178
22/09/2016 10:00,3038,20.88,22.01,20.01,67.74,72.61,60.79,0.96,175.2,2.01,0.03,0,885,533,932,152.9
22/09/2016 11:00,3039,22.5,23.16,21.64,58.89,63.92,53.67,1.588,163.8,3.57,0.01,0,903,991,1087,491.2
22/09/2016 12:00,3040,23.61,24.58,22.58,55.62,59.45,51.15,2.014,178.8,3.82,0.06,0,916,1080,1158,436.5
22/09/2016 13:00,3041,24.18,24.99,23.46,54.56,57.74,51.07,2.312,196.5,4.81,0.43,0,922,950,1324,287.3
22/09/2016 14:00,3042,24.51,25.23,23.7,54.98,58.93,51.72,2.68,215.5,5.18,0.41,0,925,856,1259,371.5
22/09/2016 15:00,3043,24.72,25.6,24.14,53.38,56.52,49.98,2.36,249.5,4.73,0.05,0,925,612.1,1189,459.3
22/09/2016 16:00,3044,26.77,27.91,25.74,45.1,50.83,41.34,1.741,243.7,4.42,0.06,0,935,748.1,1174,406.1
22/09/2016 17:00,3045,25.33,26.3,24.61,49.16,51.58,45.99,3.004,238,5.12,0.49,0,933,304,734.3,131.3
22/09/2016 18:00,3046,24.34,25.02,23.98,52.95,54.45,49.65,2.503,230,4.96,0.71,0,916,90.1,162.7,53.78
22/09/2016 19:00,3047,23.64,24.25,22.76,57.22,67.56,51.32,0.884,170,2.73,0.07,0,908,10.46,53.33,0
22/09/2016 20:00,3048,21.85,22.83,21.3,68.05,72.02,62.36,1.013,348.9,1.89,0.24,0,897,0,0,0
22/09/2016 21:00,3049,20.72,21.54,20.32,75.37,77.65,70.26,1.277,351,2.56,0.31,0,888,0,0,0
22/09/2016 22:00,3050,20.99,21.51,20.32,71.72,76.8,64.58,2.257,40.5,7.36,0.34,0,885,0.097,1.121,0
22/09/2016 23:00,3051,18.9,20.36,18.22,78.83,83.6,69.51,3.013,33.47,6.49,0.64,0,877,0.229,2.466,0
23/09/2016 00:00,3052,18.54,18.91,18.27,79.72,82.4,76.11,2.718,348.1,6.15,1.14,0,865,0,0,0
23/09/2016 01:00,3053,18.83,19.05,18.57,77.81,81.3,74.68,1.396,96.4,4.05,0.02,0,864,0,0,0
23/09/2016 02:00,3054,18.46,18.98,18.06,80.6,82.9,78.7,1.417,196,4.01,0.07,0,864,0.009,0.224,0
23/09/2016 03:00,3055,18.47,18.78,18.03,82.2,84.3,80.5,0.845,52.07,1.94,0.13,0,861,0,0,0
23/09/2016 04:00,3056,18.38,18.74,17.99,83,85.3,80.2,1.015,197.1,2.26,0.17,0,859,0,0,0
23/09/2016 05:00,3057,18.08,18.27,17.86,84.1,85.4,81.7,0.499,75.06,1.6,0.01,0,857,0,0,0
23/09/2016 06:00,3058,17.77,18.1,17.28,84.4,85.5,82.9,1.098,0.993,2.06,0.12,0,855,0,0,0
23/09/2016 07:00,3059,17.08,17.38,16.8,84.5,85.3,83.3,2.185,339.1,2.73,1.21,0,851,30.58,126.5,0
23/09/2016 08:00,3060,18.55,19.49,17.25,77.37,83.4,71.06,1.867,304.1,3.72,0.58,0,857,249.9,419.6,92.8
23/09/2016 09:00,3061,20.82,21.99,19.45,66.09,72.56,61.44,1.387,254.9,3.07,0.06,0,877,540.6,716.6,396.7
23/09/2016 10:00,3062,21.76,22.66,21.06,63.04,66.07,60.04,1.588,194.4,3.63,0.07,0,894,584.9,955,286.4
23/09/2016 00:00,3063,18.54,18.91,18.27,79.72,82.4,76.11,2.718,348.1,6.15,1.14,0,865,0,0,0
23/09/2016 01:00,3064,18.83,19.05,18.57,77.81,81.3,74.68,1.396,96.4,4.05,0.02,0,864,0,0,0
23/09/2016 02:00,3065,18.46,18.98,18.06,80.6,82.9,78.7,1.417,196,4.01,0.07,0,864,0.009,0.224,0
23/09/2016 03:00,3066,18.47,18.78,18.03,82.2,84.3,80.5,0.845,52.07,1.94,0.13,0,861,0,0,0
23/09/2016 04:00,3067,18.38,18.74,17.99,83,85.3,80.2,1.015,197.1,2.26,0.17,0,859,0,0,0
23/09/2016 05:00,3068,18.08,18.27,17.86,84.1,85.4,81.7,0.499,75.06,1.6,0.01,0,857,0,0,0
23/09/2016 06:00,3069,17.77,18.1,17.28,84.4,85.5,82.9,1.098,0.993,2.06,0.12,0,855,0,0,0
23/09/2016 07:00,3070,17.08,17.38,16.8,84.5,85.3,83.3,2.185,339.1,2.73,1.21,0,851,30.58,126.5,0
23/09/2016 08:00,3071,18.55,19.49,17.25,77.37,83.4,71.06,1.867,304.1,3.72,0.58,0,857,249.9,419.6,92.8
23/09/2016 09:00,3072,20.82,21.99,19.45,66.09,72.56,61.44,1.387,254.9,3.07,0.06,0,877,540.6,716.6,396.7
23/09/2016 10:00,3073,21.76,22.66,21.06,63.04,66.07,60.04,1.588,194.4,3.63,0.07,0,894,584.9,955,286.4
23/09/2016 00:00,3074,18.54,18.91,18.27,79.72,82.4,76.11,2.718,348.1,6.15,1.14,0,865,0,0,0
23/09/2016 01:00,3075,18.83,19.05,18.57,77.81,81.3,74.68,1.396,96.4,4.05,0.02,0,864,0,0,0
23/09/2016 02:00,3076,18.46,18.98,18.06,80.6,82.9,78.7,1.417,196,4.01,0.07,0,864,0.009,0.224,0
23/09/2016 03:00,3077,18.47,18.78,18.03,82.2,84.3,80.5,0.845,52.07,1.94,0.13,0,861,0,0,0
23/09/2016 04:00,3078,18.38,18.74,17.99,83,85.3,80.2,1.015,197.1,2.26,0.17,0,859,0,0,0
23/09/2016 05:00,3079,18.08,18.27,17.86,84.1,85.4,81.7,0.499,75.06,1.6,0.01,0,857,0,0,0
23/09/2016 06:00,3080,17.77,18.1,17.28,84.4,85.5,82.9,1.098,0.993,2.06,0.12,0,855,0,0,0
23/09/2016 07:00,3081,17.08,17.38,16.8,84.5,85.3,83.3,2.185,339.1,2.73,1.21,0,851,30.58,126.5,0
23/09/2016 08:00,3082,18.55,19.49,17.25,77.37,83.4,71.06,1.867,304.1,3.72,0.58,0,857,249.9,419.6,92.8
23/09/2016 09:00,3083,20.82,21.99,19.45,66.09,72.56,61.44,1.387,254.9,3.07,0.06,0,877,540.6,716.6,396.7
23/09/2016 10:00,3084,21.76,22.66,21.06,63.04,66.07,60.04,1.588,194.4,3.63,0.07,0,894,584.9,955,286.4
23/09/2016 00:00,3085,18.54,18.91,18.27,79.72,82.4,76.11,2.718,348.1,6.15,1.14,0,865,0,0,0
23/09/2016 01:00,3086,18.83,19.05,18.57,77.81,81.3,74.68,1.396,96.4,4.05,0.02,0,864,0,0,0
23/09/2016 02:00,3087,18.46,18.98,18.06,80.6,82.9,78.7,1.417,196,4.01,0.07,0,864,0.009,0.224,0
23/09/2016 03:00,3088,18.47,18.78,18.03,82.2,84.3,80.5,0.845,52.07,1.94,0.13,0,861,0,0,0
23/09/2016 04:00,3089,18.38,18.74,17.99,83,85.3,80.2,1.015,197.1,2.26,0.17,0,859,0,0,0
23/09/2016 05:00,3090,18.08,18.27,17.86,84.1,85.4,81.7,0.499,75.06,1.6,0.01,0,857,0,0,0
23/09/2016 06:00,3091,17.77,18.1,17.28,84.4,85.5,82.9,1.098,0.993,2.06,0.12,0,855,0,0,0
23/09/2016 07:00,3092,17.08,17.38,16.8,84.5,85.3,83.3,2.185,339.1,2.73,1.21,0,851,30.58,126.5,0
23/09/2016 08:00,3093,18.55,19.49,17.25,77.37,83.4,71.06,1.867,304.1,3.72,0.58,0,857,249.9,419.6,92.8
23/09/2016 09:00,3094,20.82,21.99,19.45,66.09,72.56,61.44,1.387,254.9,3.07,0.06,0,877,540.6,716.6,396.7
23/09/2016 10:00,3095,21.76,22.66,21.06,63.04,66.07,60.04,1.588,194.4,3.63,0.07,0,894,584.9,955,286.4
23/09/2016 12:00,3096,23.29,24.08,22.58,59.45,62.17,54.25,2.217,200.7,4.81,0.52,0,876,779,1351,301.2
23/09/2016 13:00,3097,24.44,26.35,23.57,55.34,60.1,49.27,2.069,222.7,4.92,0.08,0,877,1099,1288,536.7
